human_ensembl_gene_id,human_accession,hgnc_symbol,mouse_ensembl_gene_id,external_gene_name,mouse_accession
ENSG00000180767,Q8NET6,CHST13,ENSMUSG00000056643,Chst13,D3Z6E3
ENSG00000182256,Q99928,GABRG3,ENSMUSG00000055026,Gabrg3,P27681
ENSG00000182272,Q76KP1,B4GALNT4,ENSMUSG00000055629,B4galnt4,Q766D5
ENSG00000182318,P10073,ZSCAN22,ENSMUSG00000054715,Zscan22,"['Q8BGS5', 'Q3TQC3']"
ENSG00000182973,Q9H9A5,CNOT10,ENSMUSG00000056167,Cnot10,Q8BH15
ENSG00000183160,Q4V9L6,TMEM119,ENSMUSG00000054675,Tmem119,Q8R138
ENSG00000183655,Q9H0H3,KLHL25,ENSMUSG00000055652,Klhl25,Q8R2P1
ENSG00000184156,O43525,KCNQ3,ENSMUSG00000056258,Kcnq3,Q8K3F6
ENSG00000184194,Q9NS66,GPR173,ENSMUSG00000056679,Gpr173,Q6PI62
ENSG00000184226,Q9HC56,PCDH9,ENSMUSG00000055421,Pcdh9,"['A0A0A6YVP5', 'A0A0A6YWM0', 'A0A0A6YY37', 'A0A0A6YWY8', 'A0A0A6YY09', 'F8VPK8']"
ENSG00000184347,O75094,SLIT3,ENSMUSG00000056427,Slit3,Q9WVB4
ENSG00000184517,Q6P2D0,ZFP1,ENSMUSG00000055835,Zfp1,"['A0A1D5RLR2', 'A0A1D5RLU7', 'A0A1D5RLC5', 'Q3UI68']"
ENSG00000184599,Q7Z5A8,TAFA3,ENSMUSG00000055865,Tafa3,Q7TPG6
ENSG00000184922,O95466,FMNL1,ENSMUSG00000055805,Fmnl1,Q9JL26
ENSG00000185101,A1A5B4,ANO9,ENSMUSG00000054662,Ano9,P86044
ENSG00000185420,Q9H7B4,SMYD3,ENSMUSG00000055067,Smyd3,Q9CWR2
ENSG00000185432,Q9H8H3,METTL7A,ENSMUSG00000054619,Mettl7a1,"['A0A2R8VHC8', 'A0A2R8VHP5', 'A0A2R8VI07', 'A0A2R8VHN2', 'A0A2R8VK72', 'A0A2R8VHH3', 'Q9D7S5', 'Q8C6B0']"
ENSG00000185432,Q9H8H3,METTL7A,ENSMUSG00000054619,Mettl7a1,"['A0A2R8VHC8', 'A0A2R8VHP5', 'A0A2R8VI07', 'A0A2R8VHN2', 'A0A2R8VK72', 'A0A2R8VHH3', 'Q9D7S5', 'Q8C6B0']"
ENSG00000185432,Q9H8H3,METTL7A,ENSMUSG00000056487,Mettl7a2,"['Q76I24', 'Q5I0W6']"
ENSG00000185432,Q9H8H3,METTL7A,ENSMUSG00000056487,Mettl7a2,"['Q76I24', 'Q5I0W6']"
ENSG00000186310,Q99457,NAP1L3,ENSMUSG00000055733,Nap1l3,Q794H2
ENSG00000186314,Q8N945,PRELID2,ENSMUSG00000056671,Prelid2,Q0VBB0
ENSG00000186326,Q6ZS82,RGS9BP,ENSMUSG00000056043,Rgs9bp,Q148R9
ENSG00000186564,O60548,FOXD2,ENSMUSG00000055210,Foxd2,O35392
ENSG00000187079,P28347,TEAD1,ENSMUSG00000055320,Tead1,"['F6TBI7', 'F7B3M8', 'F6ZIM6', 'E9Q387', 'F6QIG2', 'Q3USK5', 'E9PVJ5', 'F6QH05', 'E9QAK6', 'E9PZ73', 'E9PVS2', 'Q3UFP5', 'Q6PAQ8']"
ENSG00000187260,Q86TI4,WDR86,ENSMUSG00000055235,Wdr86,"['F6RAR9', 'D3Z757']"
ENSG00000187650,Q2NL98,VMAC,ENSMUSG00000054723,Vmac,Q8BP01
ENSG00000187790,Q8IYD8,FANCM,ENSMUSG00000055884,Fancm,Q8BGE5
ENSG00000188277,A8K5M9,C15orf62,ENSMUSG00000055926,Gm14137,Q8CE97
ENSG00000188610,Q86X60,FAM72B,ENSMUSG00000055184,Fam72a,Q8BFZ8
ENSG00000196550,Q5TYM5,FAM72A,ENSMUSG00000055184,Fam72a,Q8BFZ8
ENSG00000215784,Q6L9T8,FAM72D,ENSMUSG00000055184,Fam72a,Q8BFZ8
ENSG00000263513,H0Y354,FAM72C,ENSMUSG00000055184,Fam72a,Q8BFZ8
ENSG00000188636,Q6ICC9,RTL6,ENSMUSG00000055745,Rtl6,Q505G4
ENSG00000196150,P15622,ZNF250,ENSMUSG00000054967,Zfp647,Q7TNU6
ENSG00000196344,P40394,ADH7,ENSMUSG00000055301,Adh7,Q64437
ENSG00000196652,Q9Y2L8,ZKSCAN5,ENSMUSG00000055991,Zkscan5,Q9Z1D8
ENSG00000196776,Q08722,CD47,ENSMUSG00000055447,Cd47,Q61735
ENSG00000196821,Q9H6K1,ILRUN,ENSMUSG00000056692,Ilrun,Q3TT38
ENSG00000197136,Q9H6A9,PCNX3,ENSMUSG00000054874,Pcnx3,Q8VI59
ENSG00000197261,Q5SZD1,C6orf141,ENSMUSG00000054951,9130008F23Rik,Q9D2Z6
ENSG00000197563,O95427,PIGN,ENSMUSG00000056536,Pign,"['A0A087WS03', 'A0A087WQ32', 'G3X9F1', 'A0A087WNT9']"
ENSG00000198046,Q5HYK9,ZNF667,ENSMUSG00000054893,Zfp667,Q2TL60
ENSG00000198839,Q9NRM2,ZNF277,ENSMUSG00000055917,Zfp277,E9Q6D6
ENSG00000198874,Q9NV66,TYW1,ENSMUSG00000056310,Tyw1,Q8BJM7
ENSG00000277149,Q6NUM6,TYW1B,ENSMUSG00000056310,Tyw1,Q8BJM7
ENSG00000205133,Q629K1,TRIQK,ENSMUSG00000055963,Triqk,B2B9E1
ENSG00000206140,A6NGB0,TMEM191C,ENSMUSG00000055692,Tmem191,Q9JJB1
ENSG00000278558,P0C7N4,TMEM191B,ENSMUSG00000055692,Tmem191,Q9JJB1
ENSG00000152242,Q96B23,C18orf25,ENSMUSG00000047466,8030462N17Rik,Q0VAW6
ENSG00000153391,Q6PI98,INO80C,ENSMUSG00000047989,Ino80c,Q8BHA0
ENSG00000153714,Q8IV03,LURAP1L,ENSMUSG00000048706,Lurap1l,Q8K2P1
ENSG00000153976,Q9Y663,HS3ST3A1,ENSMUSG00000047759,Hs3st3a1,Q8BKN6
ENSG00000155749,Q96Q35,FLACC1,ENSMUSG00000047528,Flacc1,Q8BVM7
ENSG00000156853,Q96CS4,ZNF689,ENSMUSG00000048921,Zfp689,Q8BKK5
ENSG00000158806,Q86SE8,NPM2,ENSMUSG00000047911,Npm2,Q80W85
ENSG00000159792,P11801,PSKH1,ENSMUSG00000048310,Pskh1,Q91YA2
ENSG00000160683,P32302,CXCR5,ENSMUSG00000047880,Cxcr5,Q04683
ENSG00000161040,Q8NEE6,FBXL13,ENSMUSG00000048520,Fbxl13,Q8CDU4
ENSG00000161653,Q8N159,NAGS,ENSMUSG00000048217,Nags,Q8R4H7
ENSG00000162244,P47914,RPL29,ENSMUSG00000048758,Rpl29,P47915
ENSG00000162244,P47914,RPL29,ENSMUSG00000048758,Rpl29,P47915
ENSG00000162341,Q8NHX9,TPCN2,ENSMUSG00000048677,Tpcn2,Q8BWC0
ENSG00000162377,Q96BR5,COA7,ENSMUSG00000048351,Coa7,Q921H9
ENSG00000162623,Q6IPR3,TYW3,ENSMUSG00000047583,Tyw3,Q8BSA9
ENSG00000162775,Q96T37,RBM15,ENSMUSG00000048109,Rbm15,Q0VBL3
ENSG00000162804,Q8TER0,SNED1,ENSMUSG00000047793,Sned1,"['A0A0R4J0N0', 'F6V5H4']"
ENSG00000162971,A2RUC4,TYW5,ENSMUSG00000048495,Tyw5,A2RSX7
ENSG00000163132,P28360,MSX1,ENSMUSG00000048450,Msx1,P13297
ENSG00000163162,Q8NC42,RNF149,ENSMUSG00000048234,Rnf149,Q3U2C5
ENSG00000163348,Q9BRQ0,PYGO2,ENSMUSG00000047824,Pygo2,"['Q80V76', 'Q3V113']"
ENSG00000163359,P12111,COL6A3,ENSMUSG00000048126,Col6a3,"['J3QQ16', 'A0A087WQN9', 'E9PWQ3', 'D3YWD1', 'A0A087WS16']"
ENSG00000163431,P29536,LMOD1,ENSMUSG00000048096,Lmod1,F8VPR1
ENSG00000163833,Q9UH90,FBXO40,ENSMUSG00000047746,Fbxo40,P62932
ENSG00000163885,Q494V2,CFAP100,ENSMUSG00000048794,Cfap100,Q80VN0
ENSG00000164188,Q86VV4,RANBP3L,ENSMUSG00000048424,Ranbp3l,Q6PDH4
ENSG00000164309,Q8N3K9,CMYA5,ENSMUSG00000047419,Cmya5,E9QLJ0
ENSG00000164463,Q8IUR6,CREBRF,ENSMUSG00000048249,Crebrf,Q8CDG5
ENSG00000164488,Q5SW24,DACT2,ENSMUSG00000048826,Dact2,Q7TN08
ENSG00000164604,P60893,GPR85,ENSMUSG00000048216,Gpr85,P60894
ENSG00000164713,O95415,BRI3,ENSMUSG00000047843,Bri3,P28662
ENSG00000165023,Q96HU8,DIRAS2,ENSMUSG00000047842,Diras2,Q5PR73
ENSG00000165507,Q9NTK1,DEPP1,ENSMUSG00000048489,Depp1,Q8K2F3
ENSG00000165626,Q8N7W2,BEND7,ENSMUSG00000048186,Bend7,Q8BSV3
ENSG00000166272,Q9NX94,WBP1L,ENSMUSG00000047731,Wbp1l,Q8BGW2
ENSG00000166394,Q6BCY4,CYB5R2,ENSMUSG00000048065,Cyb5r2,Q3KNK3
ENSG00000166405,Q7Z5B4,RIC3,ENSMUSG00000048330,Ric3,Q8BPM6
ENSG00000166454,O43313,ATMIN,ENSMUSG00000047388,Atmin,Q6P9S1
ENSG00000166471,Q5BJD5,TMEM41B,ENSMUSG00000047554,Tmem41b,Q8K1A5
ENSG00000167244,P01344,IGF2,ENSMUSG00000048583,Igf2,P09535
ENSG00000167548,O14686,KMT2D,ENSMUSG00000048154,Kmt2d,Q6PDK2
ENSG00000167632,Q96Q05,TRAPPC9,ENSMUSG00000047921,Trappc9,Q3U0M1
ENSG00000167987,A5D8V6,VPS37C,ENSMUSG00000048832,Vps37c,Q8R105
ENSG00000168010,Q8NAA4,ATG16L2,ENSMUSG00000047767,Atg16l2,Q6KAU8
ENSG00000168071,A6NC98,CCDC88B,ENSMUSG00000047810,Ccdc88b,Q4QRL3
ENSG00000168944,Q8N960,CEP120,ENSMUSG00000048799,Cep120,Q7TSG1
ENSG00000169562,P08034,GJB1,ENSMUSG00000047797,Gjb1,P28230
ENSG00000169607,Q8IYA6,CKAP2L,ENSMUSG00000048327,Ckap2l,Q7TS74
ENSG00000169627,Q9H3K6,BOLA2B,ENSMUSG00000047721,Bola2,Q8BGS2
ENSG00000183336,Q9H3K6,BOLA2,ENSMUSG00000047721,Bola2,Q8BGS2
ENSG00000169957,Q9H5H4,ZNF768,ENSMUSG00000047371,Zfp768,Q8R0T2
ENSG00000169989,Q8IY51,TIGD4,ENSMUSG00000047819,Tigd4,Q8BUZ3
ENSG00000170153,Q9ULK6,RNF150,ENSMUSG00000047747,Rnf150,Q5DTZ6
ENSG00000170500,Q1L5Z9,LONRF2,ENSMUSG00000048814,Lonrf2,"['F6ZE64', 'B2RT44']"
ENSG00000170779,Q9BXL8,CDCA4,ENSMUSG00000047832,Cdca4,Q9CWM2
ENSG00000171148,O75528,TADA3,ENSMUSG00000048930,Tada3,Q8R0L9
ENSG00000171631,Q15077,P2RY6,ENSMUSG00000048779,P2ry6,Q9ERK9
ENSG00000171657,Q96P67,GPR82,ENSMUSG00000047678,Gpr82,Q8BZR0
ENSG00000171723,Q9NQX3,GPHN,ENSMUSG00000047454,Gphn,Q8BUV3
ENSG00000171792,Q9BSD3,RHNO1,ENSMUSG00000048668,Rhno1,"['E9Q1D4', 'A0A0N4SWB2', 'D3YUX9']"
ENSG00000172215,O00574,CXCR6,ENSMUSG00000048521,Cxcr6,Q9EQ16
ENSG00000172568,Q8TBE3,FNDC9,ENSMUSG00000048721,Fndc9,Q8BJN4
ENSG00000172840,Q9P2J9,PDP2,ENSMUSG00000048371,Pdp2,Q504M2
ENSG00000173253,Q9Y5R5,DMRT2,ENSMUSG00000048138,Dmrt2,Q8BG36
ENSG00000173950,Q8NBI6,XXYLT1,ENSMUSG00000047434,Xxylt1,Q3U4G3
ENSG00000174106,Q9Y2U8,LEMD3,ENSMUSG00000048661,Lemd3,"['D3YU56', 'E9QP59']"
ENSG00000174136,Q6NW40,RGMB,ENSMUSG00000048027,Rgmb,Q7TQ33
ENSG00000174151,Q8N8Q1,CYB561D1,ENSMUSG00000048796,Cyb561d1,A2AE42
ENSG00000174339,Q8NGV0,OR2Y1,ENSMUSG00000047702,Or2y16,Q8VFA3
ENSG00000174529,Q6P7N7,TMEM81,ENSMUSG00000048174,Tmem81,Q9D5K1
ENSG00000174684,O43505,B4GAT1,ENSMUSG00000047379,B4gat1,Q8BWP8
ENSG00000174721,Q8TAT2,FGFBP3,ENSMUSG00000047632,Fgfbp3,Q1HCM0
ENSG00000174928,Q6P1S2,C3orf33,ENSMUSG00000048581,E130311K13Rik,Q8BN57
ENSG00000175130,P49006,MARCKSL1,ENSMUSG00000047945,Marcksl1,P28667
ENSG00000175336,Q13790,APOF,ENSMUSG00000047631,Apof,Q91V80
ENSG00000175416,P09497,CLTB,ENSMUSG00000047547,Cltb,Q6IRU5
ENSG00000175573,Q9H3H3,C11orf68,ENSMUSG00000047423,AI837181,Q8VD62
ENSG00000176058,Q4KMQ1,TPRN,ENSMUSG00000048707,Tprn,A2AI08
ENSG00000176155,Q2TAC2,CCDC57,ENSMUSG00000048445,Ccdc57,Q6PHN1
ENSG00000176182,Q86VE0,MYPOP,ENSMUSG00000048481,Mypop,Q8R4U1
ENSG00000176533,O60262,GNG7,ENSMUSG00000048240,Gng7,Q61016
ENSG00000176641,Q8N8N0,RNF152,ENSMUSG00000047496,Rnf152,Q8BG47
ENSG00000176697,P23560,BDNF,ENSMUSG00000048482,Bdnf,P21237
ENSG00000176749,Q15078,CDK5R1,ENSMUSG00000048895,Cdk5r1,P61809
ENSG00000177058,Q8NBW4,SLC38A9,ENSMUSG00000047789,Slc38a9,Q8BGD6
ENSG00000177272,P22001,KCNA3,ENSMUSG00000047959,Kcna3,P16390
ENSG00000177409,Q8IVG5,SAMD9L,ENSMUSG00000047735,Samd9l,"['V9GX63', 'E9PX59']"
ENSG00000177426,Q15583,TGIF1,ENSMUSG00000047407,Tgif1,P70284
ENSG00000177485,Q86T24,ZBTB33,ENSMUSG00000048047,Zbtb33,Q8BN78
ENSG00000177685,Q8N4Y2,CRACR2B,ENSMUSG00000048200,Cracr2b,Q80ZJ8
ENSG00000177981,Q9H765,ASB8,ENSMUSG00000048175,Asb8,A0A0R4J1W1
ENSG00000177989,A8MYP8,ODF3B,ENSMUSG00000047394,Odf3b,Q5M8M2
ENSG00000178053,P58340,MLF1,ENSMUSG00000048416,Mlf1,Q9QWV4
ENSG00000178093,Q9BXA6,TSSK6,ENSMUSG00000047654,Tssk6,Q925K9
ENSG00000178187,Q8N9F8,ZNF454,ENSMUSG00000048728,Zfp454,"['Q80Y34', 'Q5NCH5', 'Q5NCH7']"
ENSG00000178502,Q9NVR0,KLHL11,ENSMUSG00000048732,Klhl11,Q8CE33
ENSG00000178531,P60606,CTXN1,ENSMUSG00000048644,Ctxn1,Q8K129
ENSG00000178732,P40197,GP5,ENSMUSG00000047953,Gp5,Q9QZU3
ENSG00000178752,Q4G0M1,ERFE,ENSMUSG00000047443,Erfe,Q6PGN1
ENSG00000178997,Q8NHP7,EXD1,ENSMUSG00000048647,Exd1,Q8CDF7
ENSG00000179241,Q86YD5,LDLRAD3,ENSMUSG00000048058,Ldlrad3,A2AR95
ENSG00000179300,Q8N8U3,RTL3,ENSMUSG00000047686,Rtl3,Q6P1Y1
ENSG00000180008,Q8WXH5,SOCS4,ENSMUSG00000048379,Socs4,Q91ZA6
ENSG00000180530,P48552,NRIP1,ENSMUSG00000048490,Nrip1,Q8CBD1
ENSG00000116194,O95841,ANGPTL1,ENSMUSG00000033544,Angptl1,Q640P2
ENSG00000116199,O75063,FAM20B,ENSMUSG00000033557,Fam20b,Q8VCS3
ENSG00000116260,O00391,QSOX1,ENSMUSG00000033684,Qsox1,Q8BND5
ENSG00000116830,Q9UNY4,TTF2,ENSMUSG00000033222,Ttf2,Q5NC05
ENSG00000117016,Q9UJD0,RIMS3,ENSMUSG00000032890,Rims3,Q80U57
ENSG00000117408,O94829,IPO13,ENSMUSG00000033365,Ipo13,Q8K0C1
ENSG00000117410,Q99437,ATP6V0B,ENSMUSG00000033379,Atp6v0b,Q91V37
ENSG00000117419,O43414,ERI3,ENSMUSG00000033423,Eri3,Q8C460
ENSG00000117543,Q9H2P9,DPH5,ENSMUSG00000033554,Dph5,Q9CWQ0
ENSG00000117598,Q32ZL2,PLPPR5,ENSMUSG00000033342,Plppr5,Q8BJ52
ENSG00000119138,Q13886,KLF9,ENSMUSG00000033863,Klf9,Q8CEC4
ENSG00000121210,A2VDJ0,TMEM131L,ENSMUSG00000033767,Tmem131l,Q3U3D7
ENSG00000121211,Q9BWT6,MND1,ENSMUSG00000033752,Mnd1,Q8K396
ENSG00000122435,Q9NUP7,TRMT13,ENSMUSG00000033439,Trmt13,Q8BYH3
ENSG00000122484,Q8IXW5,RPAP2,ENSMUSG00000033773,Rpap2,Q8VC34
ENSG00000123983,O95573,ACSL3,ENSMUSG00000032883,Acsl3,Q9CZW4
ENSG00000123989,Q8IZ52,CHPF,ENSMUSG00000032997,Chpf,Q6IQX7
ENSG00000123999,P05111,INHA,ENSMUSG00000032968,Inha,Q04997
ENSG00000124370,Q96PE7,MCEE,ENSMUSG00000033429,Mcee,Q9D1I5
ENSG00000124574,Q5T3U5,ABCC10,ENSMUSG00000032842,Abcc10,Q8R4P9
ENSG00000124721,Q96JB1,DNAH8,ENSMUSG00000033826,Dnah8,Q91XQ0
ENSG00000125257,O15439,ABCC4,ENSMUSG00000032849,Abcc4,E9Q236
ENSG00000125818,Q92530,PSMF1,ENSMUSG00000032869,Psmf1,Q8BHL8
ENSG00000126804,Q9Y2K1,ZBTB1,ENSMUSG00000033454,Zbtb1,Q91VL9
ENSG00000126903,P09131,SLC10A3,ENSMUSG00000032806,Slc10a3,P21129
ENSG00000126947,Q9P291,ARMCX1,ENSMUSG00000033460,Armcx1,Q9CX83
ENSG00000126950,Q53FP2,TMEM35A,ENSMUSG00000033578,Tmem35a,Q9D328
ENSG00000127415,P35475,IDUA,ENSMUSG00000033540,Idua,"['Q8BMG0', 'D6RIN7', 'D6REH5', 'Q8BLF6']"
ENSG00000128340,P15153,RAC2,ENSMUSG00000033220,Rac2,Q05144
ENSG00000128346,Q9BZE7,C22orf23,ENSMUSG00000033029,1700088E04Rik,Q9D9S1
ENSG00000128833,Q9NQX4,MYO5C,ENSMUSG00000033590,Myo5c,"['A0A1L1SUF0', 'E9Q1F5']"
ENSG00000129317,Q9H0K6,PUS7L,ENSMUSG00000033356,Pus7l,Q8CE46
ENSG00000129596,Q16878,CDO1,ENSMUSG00000033022,Cdo1,P60334
ENSG00000130032,Q9BZD7,PRRG3,ENSMUSG00000033361,Prrg3,Q6PAQ9
ENSG00000130449,Q9HCJ5,ZSWIM6,ENSMUSG00000032846,Zswim6,"['A0A7P0A157', 'A0A7N9VSH7']"
ENSG00000130958,Q76EJ3,SLC35D2,ENSMUSG00000033114,Slc35d2,"['A0A1Y7VK47', 'A0A1Y7VJS4', 'Q3KNM7', 'A0A1Y7VJT8', 'A0A1Y7VL74', 'A0A0R4J181']"
ENSG00000131196,O95644,NFATC1,ENSMUSG00000033016,Nfatc1,"['B5B2N2', 'B5B2N5', 'Q9DBQ6', 'B5B2N4', 'B5B2N7', 'Q6P7T9']"
ENSG00000132394,P57772,EEFSEC,ENSMUSG00000033216,Eefsec,Q9JHW4
ENSG00000132613,Q765P7,MTSS2,ENSMUSG00000033763,Mtss2,Q6P9S0
ENSG00000134215,Q9UKW4,VAV3,ENSMUSG00000033721,Vav3,Q9R0C8
ENSG00000134253,Q9H8W5,TRIM45,ENSMUSG00000033233,Trim45,Q6PFY8
ENSG00000134262,Q9Y6B7,AP4B1,ENSMUSG00000032952,Ap4b1,Q9WV76
ENSG00000134970,Q9Y3B3,TMED7,ENSMUSG00000033184,Tmed7,"['E9Q7G1', 'D3YZZ5']"
ENSG00000135108,O94952,FBXO21,ENSMUSG00000032898,Fbxo21,Q8VDH1
ENSG00000135119,Q96EX2,RNFT2,ENSMUSG00000032850,Rnft2,Q3UF64
ENSG00000135362,Q6MZQ0,PRR5L,ENSMUSG00000032841,Prr5l,A2AVJ5
ENSG00000135632,Q6GMV2,SMYD5,ENSMUSG00000033706,Smyd5,Q3TYX3
ENSG00000135636,O75923,DYSF,ENSMUSG00000033788,Dysf,Q9ESD7
ENSG00000135722,Q96CD0,FBXL8,ENSMUSG00000033313,Fbxl8,Q8CIG9
ENSG00000135835,Q5VZ46,KIAA1614,ENSMUSG00000033722,BC034090,"['A0A087WP46', 'F6T2X5', 'A0A087WRH5']"
ENSG00000135837,Q5VT06,CEP350,ENSMUSG00000033671,Cep350,E9Q309
ENSG00000135912,Q14679,TTLL4,ENSMUSG00000033257,Ttll4,Q80UG8
ENSG00000135913,Q86T82,USP37,ENSMUSG00000033364,Usp37,Q8C0R0
ENSG00000136111,O60343,TBC1D4,ENSMUSG00000033083,Tbc1d4,"['E0CX53', 'F6S7E8', 'H7BX82', 'F6SUV7', 'E9Q6Q8']"
ENSG00000136153,Q8WWI1,LMO7,ENSMUSG00000033060,Lmo7,"['E0CZD8', 'A0A5F8MPW2', 'E9PYF4', 'Q3UPW3', 'E9PYI7', 'F6TFN2', 'F6VG99']"
ENSG00000136159,Q9NV35,NUDT15,ENSMUSG00000033405,Nudt15,Q8BG93
ENSG00000136514,Q96DX8,RTP4,ENSMUSG00000033355,Rtp4,Q9ER80
ENSG00000137547,Q9P015,MRPL15,ENSMUSG00000033845,Mrpl15,Q9CPR5
ENSG00000137770,Q05D32,CTDSPL2,ENSMUSG00000033411,Ctdspl2,Q8BG15
ENSG00000137857,Q9NRD9,DUOX1,ENSMUSG00000033268,Duox1,A2AQ92
ENSG00000138172,Q9HA72,CALHM2,ENSMUSG00000033033,Calhm2,Q8VEC4
ENSG00000138606,Q7M4L6,SHF,ENSMUSG00000033256,Shf,Q8CG80
ENSG00000138867,Q96NT3,GUCD1,ENSMUSG00000033416,Gucd1,Q8BZI6
ENSG00000139218,Q99590,SCAF11,ENSMUSG00000033228,Scaf11,"['A0A2I3BRQ7', 'A0A2I3BQU5', 'E9PZM7', 'A0A2I3BQ68', 'A0A2I3BQX1']"
ENSG00000139679,P43657,LPAR6,ENSMUSG00000033446,Lpar6,Q8BMC0
ENSG00000140307,P52657,GTF2A2,ENSMUSG00000033543,Gtf2a2,Q80ZM7
ENSG00000142949,P10586,PTPRF,ENSMUSG00000033295,Ptprf,A2A8L5
ENSG00000144036,Q9Y2D4,EXOC6B,ENSMUSG00000033769,Exoc6b,A6H5Z3
ENSG00000144040,Q8TD22,SFXN5,ENSMUSG00000033720,Sfxn5,Q925N0
ENSG00000144591,Q96IJ6,GMPPA,ENSMUSG00000033021,Gmppa,Q922H4
ENSG00000144824,Q86SQ0,PHLDB2,ENSMUSG00000033149,Phldb2,Q8K1N2
ENSG00000144827,Q9NUJ1,ABHD10,ENSMUSG00000033157,Abhd10,Q6PE15
ENSG00000144935,P48995,TRPC1,ENSMUSG00000032839,Trpc1,"['B2RPS7', 'B7ZMP6', 'A0A087WRB2', 'A0A087WP07', 'A0A087WSD0']"
ENSG00000145012,Q93052,LPP,ENSMUSG00000033306,Lpp,Q8BFW7
ENSG00000145362,Q01484,ANK2,ENSMUSG00000032826,Ank2,Q8C8R3
ENSG00000145780,Q96JP0,FEM1C,ENSMUSG00000033319,Fem1c,Q8CEF1
ENSG00000145782,O94817,ATG12,ENSMUSG00000032905,Atg12,Q9CQY1
ENSG00000146250,Q8N3Z0,PRSS35,ENSMUSG00000033491,Prss35,Q8C0F9
ENSG00000147488,O60284,ST18,ENSMUSG00000033740,St18,Q80TY4
ENSG00000147789,P17097,ZNF7,ENSMUSG00000033669,Zfp7,"['A0A2R8VHC1', 'A0A2R8VI83', 'Q3TFZ4']"
ENSG00000147799,Q9C0H5,ARHGAP39,ENSMUSG00000033697,Arhgap39,P59281
ENSG00000149308,Q14207,NPAT,ENSMUSG00000033054,Npat,Q8BMA5
ENSG00000150048,Q8NC01,CLEC1A,ENSMUSG00000033082,Clec1a,Q8BWY2
ENSG00000150477,Q86T90,KIAA1328,ENSMUSG00000033632,AW554918,Q6NZK5
ENSG00000150594,P08913,ADRA2A,ENSMUSG00000033717,Adra2a,Q01338
ENSG00000151553,Q5W0V3,FHIP2A,ENSMUSG00000033478,Fhip2a,Q8CDM8
ENSG00000151893,Q86Y37,CACUL1,ENSMUSG00000033417,Cacul1,Q8R0X2
ENSG00000151962,Q8TBY0,RBM46,ENSMUSG00000033882,Rbm46,P86049
ENSG00000152556,P08237,PFKM,ENSMUSG00000033065,Pfkm,P47857
ENSG00000152782,Q8TE04,PANK1,ENSMUSG00000033610,Pank1,Q8K4K6
ENSG00000153339,Q9Y2L5,TRAPPC8,ENSMUSG00000033382,Trappc8,"['A0A286YCX6', 'A0A286YCE0', 'E9PY51']"
ENSG00000155304,P48723,HSPA13,ENSMUSG00000032932,Hspa13,Q8BM72
ENSG00000155380,P53985,SLC16A1,ENSMUSG00000032902,Slc16a1,P53986
ENSG00000155846,Q86YN6,PPARGC1B,ENSMUSG00000033871,Ppargc1b,Q8VHJ7
ENSG00000156869,Q6ZNA5,FRRS1,ENSMUSG00000033386,Frrs1,"['A0A0G2JFP4', 'A0A0G2JGF6', 'A0A0G2JEJ3']"
ENSG00000156931,Q8N3P4,VPS8,ENSMUSG00000033653,Vps8,Q0P5W1
ENSG00000157349,Q9UMR2,DDX19B,ENSMUSG00000033658,Ddx19b,"['Q8BZY3', 'Q8R3C7']"
ENSG00000157353,Q8N0W3,FCSK,ENSMUSG00000033703,Fcsk,Q7TMC8
ENSG00000157510,Q8TED9,AFAP1L1,ENSMUSG00000033032,Afap1l1,Q8BZI0
ENSG00000158528,Q9ULJ8,PPP1R9A,ENSMUSG00000032827,Ppp1r9a,"['H3BKE7', 'Q8BMP0', 'H3BKQ7', 'Q3UXW4', 'H3BJA6', 'H3BJD0', 'H3BL28', 'H3BJD6', 'Q7TN74']"
ENSG00000158792,Q8IUW3,SPATA2L,ENSMUSG00000033594,Spata2l,Q8BNN1
ENSG00000158941,Q8N163,CCAR2,ENSMUSG00000033712,Ccar2,Q8VDP4
ENSG00000160256,Q9NSI2,SLX9,ENSMUSG00000032977,Fam207a,P58468
ENSG00000013375,O95394,PGM3,ENSMUSG00000056131,Pgm3,Q9CYR6
ENSG00000018236,Q12860,CNTN1,ENSMUSG00000055022,Cntn1,P12960
ENSG00000042445,Q6NUM9,RETSAT,ENSMUSG00000056666,Retsat,Q64FW2
ENSG00000048991,Q15032,R3HDM1,ENSMUSG00000056211,R3hdm1,"['A0A087WRE1', 'A0A087WQI5', 'A0A087WP65', 'A0A087WQF6', 'Q3URW7', 'A0A087WPF0', 'Q80ZH9', 'E9Q9Q2']"
ENSG00000057935,Q9BTC8,MTA3,ENSMUSG00000055817,Mta3,Q924K8
ENSG00000069122,Q8IZF2,ADGRF5,ENSMUSG00000056492,Adgrf5,G5E8Q8
ENSG00000073910,Q5TBA9,FRY,ENSMUSG00000056602,Fry,E9Q8I9
ENSG00000074755,O43149,ZZEF1,ENSMUSG00000055670,Zzef1,Q5SSH7
ENSG00000074966,P42681,TXK,ENSMUSG00000054892,Txk,P42682
ENSG00000079308,Q9HBL0,TNS1,ENSMUSG00000055322,Tns1,E9Q0S6
ENSG00000080823,Q9UQ07,MOK,ENSMUSG00000056458,Mok,Q9WVS4
ENSG00000081051,P02771,AFP,ENSMUSG00000054932,Afp,P02772
