hgnc_symbol,human_ensembl_gene_id,mouse_ensembl_gene_id,external_gene_name
C12orf43,ENSG00000157895,ENSMUSG00000029559,2210016L21Rik
RADIL,ENSG00000157927,ENSMUSG00000029576,Radil
WIPI2,ENSG00000157954,ENSMUSG00000029578,Wipi2
KRTCAP3,ENSG00000157992,ENSMUSG00000029149,Krtcap3
ANKRD61,ENSG00000157999,ENSMUSG00000029607,Ankrd61
CFAP251,ENSG00000158023,ENSMUSG00000029442,Wdr66
HPD,ENSG00000158104,ENSMUSG00000029445,Hpd
RGS12,ENSG00000159788,ENSMUSG00000029101,Rgs12
ZNF394,ENSG00000160908,ENSMUSG00000029627,Zkscan14
CPSF4,ENSG00000160917,ENSMUSG00000029625,Cpsf4
TTLL10,ENSG00000162571,ENSMUSG00000029074,Ttll10
ZNF326,ENSG00000162664,ENSMUSG00000029290,Zfp326
GFI1,ENSG00000162676,ENSMUSG00000029275,Gfi1
SGCB,ENSG00000163069,ENSMUSG00000029156,Sgcb
PACRGL,ENSG00000163138,ENSMUSG00000029089,5730480H06Rik
GNPDA2,ENSG00000163281,ENSMUSG00000029209,Gnpda2
ANTXR2,ENSG00000163297,ENSMUSG00000029338,Antxr2
CCKAR,ENSG00000163394,ENSMUSG00000029193,Cckar
CDS1,ENSG00000163624,ENSMUSG00000029330,Cds1
ALB,ENSG00000163631,ENSMUSG00000029368,Alb
APBB2,ENSG00000163697,ENSMUSG00000029207,Apbb2
PPBP,ENSG00000163736,ENSMUSG00000029372,Ppbp
MTHFD2L,ENSG00000163738,ENSMUSG00000029376,Mthfd2l
RCHY1,ENSG00000163743,ENSMUSG00000029397,Rchy1
SLC4A1AP,ENSG00000163798,ENSMUSG00000029141,Slc4a1ap
PLB1,ENSG00000163803,ENSMUSG00000029134,Plb1
LRPAP1,ENSG00000163956,ENSMUSG00000029103,Lrpap1
ABLIM2,ENSG00000163995,ENSMUSG00000029095,Ablim2
ZNF12,ENSG00000164631,ENSMUSG00000029587,Zfp12
INTS1,ENSG00000164880,ENSMUSG00000029547,Ints1
IQCD,ENSG00000166578,ENSMUSG00000029601,Iqcd
ZCCHC4,ENSG00000168228,ENSMUSG00000029179,Zcchc4
RHOH,ENSG00000168421,ENSMUSG00000029204,Rhoh
STX18,ENSG00000168818,ENSMUSG00000029125,Stx18
NSG1,ENSG00000168824,ENSMUSG00000029126,Nsg1
ZBTB49,ENSG00000168826,ENSMUSG00000029127,Zbtb49
COMMD8,ENSG00000169019,ENSMUSG00000029213,Commd8
SLC49A3,ENSG00000169026,ENSMUSG00000029490,Mfsd7a
MRPL1,ENSG00000169288,ENSMUSG00000029486,Mrpl1
PGM2,ENSG00000169299,ENSMUSG00000029171,Pgm2
RASSF6,ENSG00000169435,ENSMUSG00000029370,Rassf6
PCDH7,ENSG00000169851,ENSMUSG00000029108,Pcdh7
NUDT9,ENSG00000170502,ENSMUSG00000029310,Nudt9
RNF34,ENSG00000170633,ENSMUSG00000029474,Rnf34
HTRA3,ENSG00000170801,ENSMUSG00000029096,Htra3
TRIAP1,ENSG00000170855,ENSMUSG00000029535,Triap1
KIAA0232,ENSG00000170871,ENSMUSG00000029190,D5Ertd579e
RBKS,ENSG00000171174,ENSMUSG00000029136,Rbks
AFF1,ENSG00000172493,ENSMUSG00000029313,Aff1
TADA2B,ENSG00000173011,ENSMUSG00000029196,Tada2b
COQ2,ENSG00000173085,ENSMUSG00000029319,Coq2
CCR9,ENSG00000173585,ENSMUSG00000029530,Ccr9
SULT1B1,ENSG00000173597,ENSMUSG00000029269,Sult1b1
PIGG,ENSG00000174227,ENSMUSG00000029263,Pigg
CHRNA9,ENSG00000174343,ENSMUSG00000029205,Chrna9
ATP2A2,ENSG00000174437,ENSMUSG00000029467,Atp2a2
GLMN,ENSG00000174842,ENSMUSG00000029276,Glmn
WSB2,ENSG00000176871,ENSMUSG00000029364,Wsb2
PXMP2,ENSG00000176894,ENSMUSG00000029499,Pxmp2
ANKLE2,ENSG00000176915,ENSMUSG00000029501,Ankle2
ULK1,ENSG00000177169,ENSMUSG00000029512,Ulk1
PUS1,ENSG00000177192,ENSMUSG00000029507,Pus1
YIPF7,ENSG00000177752,ENSMUSG00000029158,Yipf7
NSUN7,ENSG00000179299,ENSMUSG00000029206,Nsun7
ARL6IP4,ENSG00000182196,ENSMUSG00000029404,Arl6ip4
GBP6,ENSG00000183347,ENSMUSG00000029298,Gbp9
EP400,ENSG00000183495,ENSMUSG00000029505,Ep400
CHEK2,ENSG00000183765,ENSMUSG00000029521,Chek2
DIABLO,ENSG00000184047,ENSMUSG00000029433,Diablo
SNRNP35,ENSG00000184209,ENSMUSG00000029402,Snrnp35
KNTC1,ENSG00000184445,ENSMUSG00000029414,Kntc1
SORCS2,ENSG00000184985,ENSMUSG00000029093,Sorcs2
NELFA,ENSG00000185049,ENSMUSG00000029111,Nelfa
DDX51,ENSG00000185163,ENSMUSG00000029504,Ddx51
KCNIP4,ENSG00000185774,ENSMUSG00000029088,Kcnip4
TNFRSF4,ENSG00000186827,ENSMUSG00000029075,Tnfrsf4
P2RX2,ENSG00000187848,ENSMUSG00000029503,P2rx2
RILPL1,ENSG00000188026,ENSMUSG00000029392,Rilpl1
NCOR2,ENSG00000196498,ENSMUSG00000029478,Ncor2
ANAPC7,ENSG00000196510,ENSMUSG00000029466,Anapc7
AFAP1,ENSG00000196526,ENSMUSG00000029094,Afap1
HTT,ENSG00000197386,ENSMUSG00000029104,Htt
FAM114A1,ENSG00000197712,ENSMUSG00000029185,Fam114a1
HSD17B11,ENSG00000198189,ENSMUSG00000029311,Hsd17b11
TMEM116,ENSG00000198270,ENSMUSG00000029452,Tmem116
SDAD1,ENSG00000198301,ENSMUSG00000029415,Sdad1
MMP17,ENSG00000198598,ENSMUSG00000029436,Mmp17
FAM216A,ENSG00000204856,ENSMUSG00000029463,Fam216a
GPC2,ENSG00000213420,ENSMUSG00000029510,Gpc2
SLC35F6,ENSG00000213699,ENSMUSG00000029175,Slc35f6
CPTP,ENSG00000224051,ENSMUSG00000029073,Cptp
AJM1,ENSG00000232434,ENSMUSG00000029419,Ajm1
ARPC1A,ENSG00000241685,ENSMUSG00000029621,Arpc1a
PGAM5,ENSG00000247077,ENSMUSG00000029500,Pgam5
GATC,ENSG00000257218,ENSMUSG00000029536,Gatc
RAD52,ENSG00000002016,ENSMUSG00000030166,Rad52
AOC1,ENSG00000002726,ENSMUSG00000029811,Aoc1
PLXND1,ENSG00000004399,ENSMUSG00000030123,Plxnd1
RECQL,ENSG00000004700,ENSMUSG00000030243,Recql
WDR54,ENSG00000005448,ENSMUSG00000030032,Wdr54
AGK,ENSG00000006530,ENSMUSG00000029916,Agk
ADIPOR2,ENSG00000006831,ENSMUSG00000030168,Adipor2
AASS,ENSG00000008311,ENSMUSG00000029695,Aass
SLC6A13,ENSG00000010379,ENSMUSG00000030108,Slc6a13
LRRC23,ENSG00000010626,ENSMUSG00000030125,Lrrc23
CYP3A43,ENSG00000021461,ENSMUSG00000029630,Cyp3a25
CYP3A5,ENSG00000106258,ENSMUSG00000029630,Cyp3a25
CYP3A4,ENSG00000160868,ENSMUSG00000029630,Cyp3a25
CYP3A7,ENSG00000160870,ENSMUSG00000029630,Cyp3a25
CYP3A43,ENSG00000021461,ENSMUSG00000029727,Cyp3a13
CYP3A5,ENSG00000106258,ENSMUSG00000029727,Cyp3a13
CYP3A4,ENSG00000160868,ENSMUSG00000029727,Cyp3a13
CYP3A7,ENSG00000160870,ENSMUSG00000029727,Cyp3a13
C8B,ENSG00000021852,ENSMUSG00000029656,C8b
DERA,ENSG00000023697,ENSMUSG00000030225,Dera
STRAP,ENSG00000023734,ENSMUSG00000030224,Strap
ELN,ENSG00000049540,ENSMUSG00000029675,Eln
NFE2L3,ENSG00000050344,ENSMUSG00000029832,Nfe2l3
PLEKHA5,ENSG00000052126,ENSMUSG00000030231,Plekha5
CUL1,ENSG00000055130,ENSMUSG00000029686,Cul1
SEC61A1,ENSG00000058262,ENSMUSG00000030082,Sec61a1
TBXAS1,ENSG00000059377,ENSMUSG00000029925,Tbxas1
YBX3,ENSG00000060138,ENSMUSG00000030189,Ybx3
BCAT1,ENSG00000060982,ENSMUSG00000030268,Bcat1
FAR2,ENSG00000064763,ENSMUSG00000030303,Far2
ABCC9,ENSG00000069431,ENSMUSG00000030249,Abcc9
CLEC2D,ENSG00000069493,ENSMUSG00000030155,Clec2e
CLEC2D,ENSG00000069493,ENSMUSG00000030157,Clec2d
LRP6,ENSG00000070018,ENSMUSG00000030201,Lrp6
ASNS,ENSG00000070669,ENSMUSG00000029752,Asns
OSBPL3,ENSG00000070882,ENSMUSG00000029822,Osbpl3
RAD18,ENSG00000070950,ENSMUSG00000030254,Rad18
ING3,ENSG00000071243,ENSMUSG00000029670,Ing3
KDM5A,ENSG00000073614,ENSMUSG00000030180,Kdm5a
ZNF638,ENSG00000075292,ENSMUSG00000030016,Zfp638
ADD2,ENSG00000075340,ENSMUSG00000030000,Add2
ACTL6B,ENSG00000077080,ENSMUSG00000029712,Actl6b
ADCYAP1R1,ENSG00000078549,ENSMUSG00000029778,Adcyap1r1
ERC1,ENSG00000082805,ENSMUSG00000030172,Erc1
FAM234B,ENSG00000084444,ENSMUSG00000030207,Fam234b
SLCO1A2,ENSG00000084453,ENSMUSG00000030237,Slco1a4
ERGIC2,ENSG00000087502,ENSMUSG00000030304,Ergic2
LAG3,ENSG00000089692,ENSMUSG00000030124,Lag3
MLF2,ENSG00000089693,ENSMUSG00000030120,Mlf2
MRPS33,ENSG00000090263,ENSMUSG00000029918,Mrps33
FLT1,ENSG00000102755,ENSMUSG00000029648,Flt1
MEDAG,ENSG00000102802,ENSMUSG00000029659,Medag
AVL9,ENSG00000105778,ENSMUSG00000029787,Avl9
TFPI2,ENSG00000105825,ENSMUSG00000029664,Tfpi2
PON3,ENSG00000105852,ENSMUSG00000029759,Pon3
MTPN,ENSG00000105887,ENSMUSG00000029840,Mtpn
PTN,ENSG00000105894,ENSMUSG00000029838,Ptn
GSDME,ENSG00000105928,ENSMUSG00000029821,Gsdme
ZC3HAV1,ENSG00000105939,ENSMUSG00000029826,Zc3hav1
HOXA1,ENSG00000105991,ENSMUSG00000029844,Hoxa1
TSPAN12,ENSG00000106025,ENSMUSG00000029669,Tspan12
SSBP1,ENSG00000106028,ENSMUSG00000029911,Ssbp1
HIBADH,ENSG00000106049,ENSMUSG00000029776,Hibadh
GARS1,ENSG00000106105,ENSMUSG00000029777,Gars
EPHB6,ENSG00000106123,ENSMUSG00000029869,Ephb6
CASP2,ENSG00000106144,ENSMUSG00000029863,Casp2
ZKSCAN1,ENSG00000106261,ENSMUSG00000029729,Zkscan1
WASL,ENSG00000106299,ENSMUSG00000029684,Wasl
TFR2,ENSG00000106327,ENSMUSG00000029716,Tfr2
PCOLCE,ENSG00000106333,ENSMUSG00000029718,Pcolce
RBM28,ENSG00000106344,ENSMUSG00000029701,Rbm28
AGFG2,ENSG00000106351,ENSMUSG00000029722,Agfg2
NOBOX,ENSG00000106410,ENSMUSG00000029736,Nobox
GLCCI1,ENSG00000106415,ENSMUSG00000029638,Glcci1
EZH2,ENSG00000106462,ENSMUSG00000029687,Ezh2
CEP41,ENSG00000106477,ENSMUSG00000029790,Cep41
TMEM176B,ENSG00000106565,ENSMUSG00000029810,Tmem176b
BCL7B,ENSG00000106635,ENSMUSG00000029681,Bcl7b
LIMK1,ENSG00000106683,ENSMUSG00000029674,Limk1
CD69,ENSG00000110848,ENSMUSG00000030156,Cd69
CAPRIN2,ENSG00000110888,ENSMUSG00000030309,Caprin2
SLC6A12,ENSG00000111181,ENSMUSG00000030109,Slc6a12
WNT5B,ENSG00000111186,ENSMUSG00000030170,Wnt5b
MAGOHB,ENSG00000111196,ENSMUSG00000030188,Magohb
DUSP16,ENSG00000111266,ENSMUSG00000030203,Dusp16
GPRC5D,ENSG00000111291,ENSMUSG00000030205,Gprc5d
ART4,ENSG00000111339,ENSMUSG00000030217,Art4
MGP,ENSG00000111341,ENSMUSG00000030218,Mgp
ARHGDIB,ENSG00000111348,ENSMUSG00000030220,Arhgdib
COPS7A,ENSG00000111652,ENSMUSG00000030127,Cops7a
SLCO1B3,ENSG00000111700,ENSMUSG00000030236,Slco1b2
SLCO1B1,ENSG00000134538,ENSMUSG00000030236,Slco1b2
GOLT1B,ENSG00000111711,ENSMUSG00000030245,Golt1b
GYS2,ENSG00000111713,ENSMUSG00000030244,Gys2
LDHB,ENSG00000111716,ENSMUSG00000030246,Ldhb
CMAS,ENSG00000111726,ENSMUSG00000030282,Cmas
ST8SIA1,ENSG00000111728,ENSMUSG00000030283,St8sia1
C2CD5,ENSG00000111731,ENSMUSG00000030279,C2cd5
KLRB1,ENSG00000111796,ENSMUSG00000030154,Klrb1f
CNTN3,ENSG00000113805,ENSMUSG00000030075,Cntn3
OGG1,ENSG00000114026,ENSMUSG00000030271,Ogg1
FRMD4B,ENSG00000114541,ENSMUSG00000030064,Frmd4b
SLC41A3,ENSG00000114544,ENSMUSG00000030089,Slc41a3
PLXNA1,ENSG00000114554,ENSMUSG00000030084,Plxna1
ABTB1,ENSG00000114626,ENSMUSG00000030083,Abtb1
FOXP1,ENSG00000114861,ENSMUSG00000030067,Foxp1
INO80B,ENSG00000115274,ENSMUSG00000030034,Ino80b
MOGS,ENSG00000115275,ENSMUSG00000030036,Mogs
POLE4,ENSG00000115350,ENSMUSG00000030042,Pole4
MRPL19,ENSG00000115364,ENSMUSG00000030045,Mrpl19
PCYOX1,ENSG00000116005,ENSMUSG00000029998,Pcyox1
IRAG2,ENSG00000118308,ENSMUSG00000030263,Irag2
CCDC77,ENSG00000120647,ENSMUSG00000030177,Ccdc77
HSPH1,ENSG00000120694,ENSMUSG00000029657,Hsph1
PLBD1,ENSG00000121316,ENSMUSG00000030214,Plbd1
KCNJ8,ENSG00000121361,ENSMUSG00000030247,Kcnj8
BCL2L14,ENSG00000121380,ENSMUSG00000030200,Bcl2l14
RASL11A,ENSG00000122035,ENSMUSG00000029641,Rasl11a
CBX3,ENSG00000122565,ENSMUSG00000029836,Cbx3
NPY,ENSG00000122585,ENSMUSG00000029819,Npy
FKBP9,ENSG00000122642,ENSMUSG00000029781,Fkbp9
NT5C3A,ENSG00000122643,ENSMUSG00000029780,Nt5c3
TRIM24,ENSG00000122779,ENSMUSG00000029833,Trim24
CALD1,ENSG00000122786,ENSMUSG00000029761,Cald1
RASSF8,ENSG00000123094,ENSMUSG00000030259,Rassf8
BHLHE41,ENSG00000123095,ENSMUSG00000030256,Bhlhe41
SSPN,ENSG00000123096,ENSMUSG00000030255,Sspn
ITPR2,ENSG00000123104,ENSMUSG00000030287,Itpr2
CCDC91,ENSG00000123106,ENSMUSG00000030301,Ccdc91
EMC3,ENSG00000125037,ENSMUSG00000030286,Emc3
PZP,ENSG00000126838,ENSMUSG00000030131,Mug2
CPAMD8,ENSG00000160111,ENSMUSG00000030131,Mug2
RNF6,ENSG00000127870,ENSMUSG00000029634,Rnf6
GNGT1,ENSG00000127928,ENSMUSG00000029663,Gngt1
POT1,ENSG00000128513,ENSMUSG00000029676,Pot1a
CALU,ENSG00000128595,ENSMUSG00000029767,Calu
CCDC136,ENSG00000128596,ENSMUSG00000029769,Ccdc136
IRF5,ENSG00000128604,ENSMUSG00000029771,Irf5
KLHDC10,ENSG00000128607,ENSMUSG00000029775,Klhdc10
MBD4,ENSG00000129071,ENSMUSG00000030322,Mbd4
SLC6A6,ENSG00000131389,ENSMUSG00000030096,Slc6a6
EXOC4,ENSG00000131558,ENSMUSG00000029763,Exoc4
NUP210,ENSG00000132182,ENSMUSG00000030091,Nup210
MTUS2,ENSG00000132938,ENSMUSG00000029651,Mtus2
POMP,ENSG00000132963,ENSMUSG00000029649,Pomp
CDK8,ENSG00000132964,ENSMUSG00000029635,Cdk8
WASF3,ENSG00000132970,ENSMUSG00000029636,Wasf3
MKRN1,ENSG00000133606,ENSMUSG00000029922,Mkrn1
TMTC1,ENSG00000133687,ENSMUSG00000030306,Tmtc1
KRAS,ENSG00000133703,ENSMUSG00000030265,Kras
CAMK1,ENSG00000134072,ENSMUSG00000030272,Camk1
THUMPD3,ENSG00000134077,ENSMUSG00000030264,Thumpd3
BHLHE40,ENSG00000134107,ENSMUSG00000030103,Bhlhe40
ARL8B,ENSG00000134108,ENSMUSG00000030105,Arl8b
EDEM1,ENSG00000134109,ENSMUSG00000030104,Edem1
CNTN6,ENSG00000134115,ENSMUSG00000030092,Cntn6
CHL1,ENSG00000134121,ENSMUSG00000030077,Chl1
EMP1,ENSG00000134531,ENSMUSG00000030208,Emp1
RERG,ENSG00000134533,ENSMUSG00000030222,Rerg
KLRD1,ENSG00000134539,ENSMUSG00000030165,Klrd1
KLRC1,ENSG00000134545,ENSMUSG00000030167,Klrc1
PRADC1,ENSG00000135617,ENSMUSG00000030008,Pradc1
CCT7,ENSG00000135624,ENSMUSG00000030007,Cct7
GPNMB,ENSG00000136235,ENSMUSG00000029816,Gpnmb
HERC3,ENSG00000138641,ENSMUSG00000029804,Herc3
HERC6,ENSG00000138642,ENSMUSG00000029798,Herc6
PRDM5,ENSG00000138738,ENSMUSG00000029913,Prdm5
ERP27,ENSG00000139055,ENSMUSG00000030219,Erp27
ETV6,ENSG00000139083,ENSMUSG00000030199,Etv6
GABARAPL1,ENSG00000139112,ENSMUSG00000030161,Gabarapl1
PIK3C2G,ENSG00000139144,ENSMUSG00000030228,Pik3c2g
AEBP2,ENSG00000139154,ENSMUSG00000030232,Aebp2
ETNK1,ENSG00000139163,ENSMUSG00000030275,Etnk1
KLRG1,ENSG00000139187,ENSMUSG00000030114,Klrg1
SLC46A3,ENSG00000139508,ENSMUSG00000029650,Slc46a3
NAT8,ENSG00000144035,ENSMUSG00000030004,Nat8
NAT8B,ENSG00000204872,ENSMUSG00000030004,Nat8
DUSP11,ENSG00000144048,ENSMUSG00000030002,Dusp11
SUMF1,ENSG00000144455,ENSMUSG00000030101,Sumf1
CPNE9,ENSG00000144550,ENSMUSG00000030270,Cpne9
TAMM41,ENSG00000144559,ENSMUSG00000030316,Tamm41
VGLL4,ENSG00000144560,ENSMUSG00000030315,Vgll4
GRIP2,ENSG00000144596,ENSMUSG00000030098,Grip2
CAND2,ENSG00000144712,ENSMUSG00000030319,Cand2
UBA3,ENSG00000144744,ENSMUSG00000030061,Uba3
TMF1,ENSG00000144747,ENSMUSG00000030059,Tmf1
LRIG1,ENSG00000144749,ENSMUSG00000030029,Lrig1
ALDH1L1,ENSG00000144908,ENSMUSG00000030088,Aldh1l1
SSC4D,ENSG00000146700,ENSMUSG00000029699,Ssc4d
ASB15,ENSG00000146809,ENSMUSG00000029685,Asb15
GIGYF1,ENSG00000146830,ENSMUSG00000029714,Gigyf1
MEPCE,ENSG00000146834,ENSMUSG00000029726,Mepce
TMEM209,ENSG00000146842,ENSMUSG00000029782,Tmem209
EPHA1,ENSG00000146904,ENSMUSG00000029859,Epha1
RAB19,ENSG00000146955,ENSMUSG00000029923,Rab19
LUC7L2,ENSG00000146963,ENSMUSG00000029823,Luc7l2
ITPR1,ENSG00000150995,ENSMUSG00000030102,Itpr1
PTPRO,ENSG00000151490,ENSMUSG00000030223,Ptpro
USP12,ENSG00000152484,ENSMUSG00000029640,Usp12
PAN3,ENSG00000152520,ENSMUSG00000029647,Pan3
MED21,ENSG00000152944,ENSMUSG00000030291,Med21
C7orf31,ENSG00000153790,ENSMUSG00000029828,4921507P07Rik
XPC,ENSG00000154767,ENSMUSG00000030094,Xpc
MALSU1,ENSG00000156928,ENSMUSG00000029815,Malsu1
SEC13,ENSG00000157020,ENSMUSG00000030298,Sec13
ATP2B2,ENSG00000157087,ENSMUSG00000030302,Atp2b2
TIMP4,ENSG00000157150,ENSMUSG00000030317,Timp4
AUTS2,ENSG00000158321,ENSMUSG00000029673,Auts2
AHCYL2,ENSG00000158467,ENSMUSG00000029772,Ahcyl2
DYNC1I1,ENSG00000158560,ENSMUSG00000029757,Dync1i1
M1AP,ENSG00000159374,ENSMUSG00000030041,M1ap
CHCHD6,ENSG00000159685,ENSMUSG00000030086,Chchd6
ZYX,ENSG00000159840,ENSMUSG00000029860,Zyx
PPP1R35,ENSG00000160813,ENSMUSG00000029725,Ppp1r35
LRWD1,ENSG00000161036,ENSMUSG00000029703,Lrwd1
SMARCAD1,ENSG00000163104,ENSMUSG00000029920,Smarcad1
HPGDS,ENSG00000163106,ENSMUSG00000029919,Hpgds
BMP10,ENSG00000163217,ENSMUSG00000030046,Bmp10
ARHGAP25,ENSG00000163219,ENSMUSG00000030047,Arhgap25
TGFA,ENSG00000163235,ENSMUSG00000029999,Tgfa
KBTBD8,ENSG00000163376,ENSMUSG00000030031,Kbtbd8
PRICKLE2,ENSG00000163637,ENSMUSG00000030020,Prickle2
ADAMTS9,ENSG00000163638,ENSMUSG00000030022,Adamts9
IL17RC,ENSG00000163702,ENSMUSG00000030281,Il17rc
CRELD1,ENSG00000163703,ENSMUSG00000030284,Creld1
MTMR14,ENSG00000163719,ENSMUSG00000030269,Mtmr14
KLF15,ENSG00000163884,ENSMUSG00000030087,Klf15
RPN1,ENSG00000163902,ENSMUSG00000030062,Rpn1
MAD2L1,ENSG00000164109,ENSMUSG00000029910,Mad2l1
TRA2A,ENSG00000164548,ENSMUSG00000029817,Tra2a
COL1A2,ENSG00000164692,ENSMUSG00000029661,Col1a2
SLC13A4,ENSG00000164707,ENSMUSG00000029843,Slc13a4
SSMEM1,ENSG00000165120,ENSMUSG00000029784,Ssmem1
CLEC1B,ENSG00000165682,ENSMUSG00000030159,Clec1b
RET,ENSG00000165731,ENSMUSG00000030110,Ret
BMS1,ENSG00000165733,ENSMUSG00000030138,Bms1
MCM7,ENSG00000166508,ENSMUSG00000029730,Mcm7
CLEC4E,ENSG00000166523,ENSMUSG00000030142,Clec4e
CLEC4D,ENSG00000166527,ENSMUSG00000030144,Clec4d
TSC22D4,ENSG00000166925,ENSMUSG00000029723,Spacdr
NFU1,ENSG00000169599,ENSMUSG00000029993,Nfu1
APLF,ENSG00000169621,ENSMUSG00000030051,Aplf
GP9,ENSG00000169704,ENSMUSG00000030054,Gp9
CNBP,ENSG00000169714,ENSMUSG00000030057,Cnbp
TCAF2,ENSG00000170379,ENSMUSG00000029851,Tcaf2
TCAF2C,ENSG00000283528,ENSMUSG00000029851,Tcaf2
DENND5B,ENSG00000170456,ENSMUSG00000030313,Dennd5b
LMOD2,ENSG00000170807,ENSMUSG00000029683,Lmod2
TMEM43,ENSG00000170876,ENSMUSG00000030095,Tmem43
ATF7IP,ENSG00000171681,ENSMUSG00000030213,Atf7ip
FBXL14,ENSG00000171823,ENSMUSG00000030019,Fbxl14
POP7,ENSG00000172336,ENSMUSG00000029715,Pop7
GNB2,ENSG00000172354,ENSMUSG00000029713,Gnb2
TMCC1,ENSG00000172765,ENSMUSG00000030126,Tmcc1
EFCAB12,ENSG00000172771,ENSMUSG00000030321,Efcab12
RAB43,ENSG00000172780,ENSMUSG00000030055,Rab43
GXYLT2,ENSG00000172986,ENSMUSG00000030074,Gxylt2
OLR1,ENSG00000173391,ENSMUSG00000030162,Olr1
RUVBL1,ENSG00000175792,ENSMUSG00000030079,Ruvbl1
A2M,ENSG00000175899,ENSMUSG00000030111,A2m
CCDC184,ENSG00000177875,ENSMUSG00000029875,Ccdc184
GCC1,ENSG00000179562,ENSMUSG00000029708,Gcc1
COPG1,ENSG00000181789,ENSMUSG00000030058,Copg1
HMCES,ENSG00000183624,ENSMUSG00000030060,Hmces
TUBA8,ENSG00000183785,ENSMUSG00000030137,Tuba8
GDF3,ENSG00000184344,ENSMUSG00000030117,Gdf3
USP18,ENSG00000184979,ENSMUSG00000030107,Usp18
POLR1D,ENSG00000186184,ENSMUSG00000029642,Polr1d
CIDEC,ENSG00000187288,ENSMUSG00000030278,Cidec
CLCN1,ENSG00000188037,ENSMUSG00000029862,Clcn1
NDUFA4,ENSG00000189043,ENSMUSG00000029632,Ndufa4
SRGAP3,ENSG00000196220,ENSMUSG00000030257,Srgap3
EPHB4,ENSG00000196411,ENSMUSG00000029710,Ephb4
TPK1,ENSG00000196511,ENSMUSG00000029735,Tpk1
FAM3C,ENSG00000196937,ENSMUSG00000029672,Fam3c
ANXA4,ENSG00000196975,ENSMUSG00000029994,Anxa4
GSTK1,ENSG00000197448,ENSMUSG00000029864,Gstk1
ATG7,ENSG00000197548,ENSMUSG00000030314,Atg7
MFAP5,ENSG00000197614,ENSMUSG00000030116,Mfap5
KEL,ENSG00000197993,ENSMUSG00000029866,Kel
AKR1B10,ENSG00000198074,ENSMUSG00000029762,Akr1b8
ZNF248,ENSG00000198105,ENSMUSG00000030145,Zfp248
CLEC4C,ENSG00000198178,ENSMUSG00000030147,Clec4b1
CLEC4C,ENSG00000198178,ENSMUSG00000030148,Clec4a2
GFPT1,ENSG00000198380,ENSMUSG00000029992,Gfpt1
RASGEF1A,ENSG00000198915,ENSMUSG00000030134,Rasgef1a
MRPL53,ENSG00000204822,ENSMUSG00000030037,Mrpl53
DDX47,ENSG00000213782,ENSMUSG00000030204,Ddx47
KLRK1,ENSG00000213809,ENSMUSG00000030149,Klrk1
TTLL3,ENSG00000214021,ENSMUSG00000030276,Ttll3
PLXNA4,ENSG00000221866,ENSMUSG00000029765,Plxna4
WBP1,ENSG00000239779,ENSMUSG00000030035,Wbp1
ISY1,ENSG00000240682,ENSMUSG00000030056,Isy1
N4BP2L2,ENSG00000244754,ENSMUSG00000029655,N4bp2l2
CLEC12B,ENSG00000256660,ENSMUSG00000030158,Clec12b
CUX1,ENSG00000257923,ENSMUSG00000029705,Cux1
CLEC5A,ENSG00000258227,ENSMUSG00000029915,Clec5a
GRIN2B,ENSG00000273079,ENSMUSG00000030209,Grin2b
C2orf81,ENSG00000284308,ENSMUSG00000030030,1700003E16Rik
FKBP4,ENSG00000004478,ENSMUSG00000030357,Fkbp4
NDUFAB1,ENSG00000004779,ENSMUSG00000030869,Ndufab1
ACSM3,ENSG00000005187,ENSMUSG00000030935,Acsm3
REXO5,ENSG00000005189,ENSMUSG00000030924,Rexo5
ZNF195,ENSG00000005801,ENSMUSG00000030446,Zfp273
ITGAL,ENSG00000005844,ENSMUSG00000030830,Itgal
MARK4,ENSG00000007047,ENSMUSG00000030397,Mark4
PGLYRP1,ENSG00000008438,ENSMUSG00000030413,Pglyrp1
CD9,ENSG00000010278,ENSMUSG00000030342,Cd9
TSPAN9,ENSG00000011105,ENSMUSG00000030352,Tspan9
DPF1,ENSG00000011332,ENSMUSG00000030584,Dpf1
PIK3C2A,ENSG00000011405,ENSMUSG00000030660,Pik3c2a
QPCTL,ENSG00000011478,ENSMUSG00000030407,Qpctl
TYROBP,ENSG00000011600,ENSMUSG00000030579,Tyrobp
LDAF1,ENSG00000011638,ENSMUSG00000030917,Tmem159
CD22,ENSG00000012124,ENSMUSG00000030577,Cd22
PSMC4,ENSG00000013275,ENSMUSG00000030603,Psmc4
MVP,ENSG00000013364,ENSMUSG00000030681,Mvp
PLEKHB1,ENSG00000021300,ENSMUSG00000030701,Plekhb1
APBA2,ENSG00000034053,ENSMUSG00000030519,Apba2
C12orf4,ENSG00000047621,ENSMUSG00000030347,D6Wsu163e
DKK3,ENSG00000050165,ENSMUSG00000030772,Dkk3
PRSS8,ENSG00000052344,ENSMUSG00000030800,Prss8
CHRDL2,ENSG00000054938,ENSMUSG00000030732,Chrdl2
POLR3E,ENSG00000058600,ENSMUSG00000030880,Polr3e
DGAT2,ENSG00000062282,ENSMUSG00000030747,Dgat2
U2AF2,ENSG00000063244,ENSMUSG00000030435,U2af2
IPO5,ENSG00000065150,ENSMUSG00000030662,Ipo5
OAT,ENSG00000065154,ENSMUSG00000030934,Oat
