ensembl_id,uniprot_id
ENSMUSG00000067297.6,Q3U687
ENSMUSG00000067336.7,O35607
ENSMUSG00000067341.7,Q3UUV9
ENSMUSG00000067344.8,
ENSMUSG00000067356.6,
ENSMUSG00000067365.12,Q9CZB9
ENSMUSG00000067367.10,Q08288
ENSMUSG00000067369.13,Q8BQJ6
ENSMUSG00000067370.5,Q9Z0F0
ENSMUSG00000067377.13,"['Q99L96', 'H3BL26', 'H3BJJ0']"
ENSMUSG00000032531.16,Q8K371
ENSMUSG00000032534.19,Q3UPP8
ENSMUSG00000032536.13,Q6PD31
ENSMUSG00000032537.16,Q8CBF3
ENSMUSG00000032540.17,Q9DBL9
ENSMUSG00000032547.13,Q01887
ENSMUSG00000032548.15,Q9EPT5
ENSMUSG00000032549.8,P61294
ENSMUSG00000032551.8,Q8K039
ENSMUSG00000032553.15,P47758
ENSMUSG00000032554.16,Q921I1
ENSMUSG00000027199.15,Q9D964
ENSMUSG00000027200.18,Q76KF0
ENSMUSG00000027201.17,Q8C854
ENSMUSG00000027203.16,Q9CQ43
ENSMUSG00000027204.14,Q61554
ENSMUSG00000027206.14,P61202
ENSMUSG00000027207.16,Q68FH4
ENSMUSG00000027208.15,P36363
ENSMUSG00000027210.21,P97367
ENSMUSG00000027215.14,P40237
ENSMUSG00000027217.14,Q80WR1
ENSMUSG00000005107.14,Q3T9X0
ENSMUSG00000005124.11,O54775
ENSMUSG00000005125.14,Q62433
ENSMUSG00000005131.5,Q9D4W2
ENSMUSG00000005142.11,O09159
ENSMUSG00000005148.9,Q9Z0Z7
ENSMUSG00000005150.17,Q9DAJ4
ENSMUSG00000005161.16,Q61171
ENSMUSG00000005198.16,P08775
ENSMUSG00000005204.13,Q9EP97
ENSMUSG00000005220.11,Q9Z319
ENSMUSG00000005225.16,Q80W71
ENSMUSG00000034910.6,Q9D0P5
ENSMUSG00000034911.9,Q8R370
ENSMUSG00000034912.19,P60755
ENSMUSG00000034917.9,"['A0A1W2P7W7', 'Q921G9']"
ENSMUSG00000034918.9,E9Q7P9
ENSMUSG00000034919.3,Q8C159
ENSMUSG00000034926.4,Q8VCH6
ENSMUSG00000034928.17,Q3UHJ8
ENSMUSG00000034930.17,Q8C6B2
ENSMUSG00000034931.16,A2A4P0
ENSMUSG00000034932.5,Q9CPW3
ENSMUSG00000044080.10,"['Q91V77', 'D3YUT6']"
ENSMUSG00000044081.9,
ENSMUSG00000044086.9,E9QA62
ENSMUSG00000044092.9,"['F7AVJ9', 'Q497Y9']"
ENSMUSG00000044098.15,Q80T69
ENSMUSG00000044103.5,Q3U0P4
ENSMUSG00000044117.13,Q8R1Y2
ENSMUSG00000044122.16,B0QZF7
ENSMUSG00000044125.8,
ENSMUSG00000044134.10,Q8BH49
ENSMUSG00000044139.13,Q571E5
ENSMUSG00000046589.8,Q66JT1
ENSMUSG00000046591.11,Q8BQ33
ENSMUSG00000046593.4,A7E1Z1
ENSMUSG00000046598.16,Q80XN0
ENSMUSG00000046603.17,"['D6RHM0', 'G3X983']"
ENSMUSG00000046605.15,Q3U129
ENSMUSG00000046607.7,P62816
ENSMUSG00000046618.8,Q8BHP7
ENSMUSG00000046658.17,G3XA34
ENSMUSG00000046667.15,Q80YR9
ENSMUSG00000046668.10,Q91WA4
ENSMUSG00000021796.16,P36895
ENSMUSG00000021798.15,Q9JKS4
ENSMUSG00000021806.5,O88322
ENSMUSG00000021807.7,Q9CQE8
ENSMUSG00000021809.11,Q8JZU0
ENSMUSG00000021810.4,Q9CS74
ENSMUSG00000021811.8,Q91WN1
ENSMUSG00000021814.18,Q07076
ENSMUSG00000021815.5,Q9D5Z5
ENSMUSG00000021816.12,P48453
ENSMUSG00000021819.12,Q3UHH1
ENSMUSG00000000915.16,Q9JKY5
ENSMUSG00000000916.16,Q8K4F6
ENSMUSG00000000934.10,Q8R4U6
ENSMUSG00000000942.11,A0A0R4J193
ENSMUSG00000000948.17,Q9WU12
ENSMUSG00000000957.12,P53690
ENSMUSG00000000958.11,Q9Z1K8
ENSMUSG00000000959.8,Q8BGA9
ENSMUSG00000000976.14,Q6P1G0
ENSMUSG00000000982.6,P10855
ENSMUSG00000000983.14,P62810
ENSMUSG00000001014.7,Q9ERM2
ENSMUSG00000015944.10,Q8CAB8
ENSMUSG00000015947.11,P26151
ENSMUSG00000015950.14,Q09014
ENSMUSG00000015957.13,P48615
ENSMUSG00000015961.9,P46664
ENSMUSG00000015966.18,Q9JIP3
ENSMUSG00000015968.19,Q99246
ENSMUSG00000015970.20,Q8BJ64
ENSMUSG00000015971.6,Q8R2S9
ENSMUSG00000015980.15,Q80YS5
ENSMUSG00000015981.13,Q8QZV4
ENSMUSG00000015994.11,Q61239
ENSMUSG00000022889.8,Q9JKF7
ENSMUSG00000022890.14,P97450
ENSMUSG00000022892.12,P12023
ENSMUSG00000022893.15,P97857
ENSMUSG00000022894.7,Q9R001
ENSMUSG00000022895.17,P15037
ENSMUSG00000022897.16,Q61214
ENSMUSG00000022898.14,O35075
ENSMUSG00000022899.11,"['G3XA51', 'E9PYQ9', 'Q80XC0', 'Q9JM03', 'E9Q0L2']"
ENSMUSG00000022900.15,Q8CBR1
ENSMUSG00000022901.14,P42082
ENSMUSG00000017417.15,Q91ZV7
ENSMUSG00000017418.15,Q9D4P0
ENSMUSG00000017421.19,Q9JMD0
ENSMUSG00000017428.17,Q8BG32
ENSMUSG00000017446.15,Q9QXP7
ENSMUSG00000017453.5,Q9D826
ENSMUSG00000017466.11,"['Q6PI17', 'B1AQJ3']"
ENSMUSG00000017478.16,Q0P678
ENSMUSG00000017485.12,Q64511
ENSMUSG00000017491.10,P22605
ENSMUSG00000017493.13,P47879
ENSMUSG00000017499.16,O89033
ENSMUSG00000069806.6,P62956
ENSMUSG00000069808.14,Q5ND56
ENSMUSG00000069814.7,Q5SUE3
ENSMUSG00000069825.13,B0QZP0
ENSMUSG00000069830.11,Q2LKU9
ENSMUSG00000069833.14,"['E9Q616', 'A0A494B8Y7', 'A0A494BBD5', 'G5E8K8']"
ENSMUSG00000069835.11,Q6P8J2
ENSMUSG00000069844.13,Q5SUC9
ENSMUSG00000069855.10,Q3V050
ENSMUSG00000069862.7,
ENSMUSG00000069874.8,A0A140LIF8
ENSMUSG00000061099.13,"['A0A0R4J0X7', 'S4R2G5', 'S4R2L8']"
ENSMUSG00000061100.6,Q9EP95
ENSMUSG00000061104.6,E9Q317
ENSMUSG00000061111.9,Q3UGS4
ENSMUSG00000061118.9,P59041
ENSMUSG00000061119.8,Q7TMR0
ENSMUSG00000061126.6,"['Q8BGU0', 'A0A494BAE0']"
ENSMUSG00000061130.14,P36993
ENSMUSG00000061132.14,Q9QUN3
ENSMUSG00000061136.17,Q9R1C7
ENSMUSG00000061143.16,"['E9Q6E8', 'D4QGC2']"
ENSMUSG00000030850.18,Q9Z2A5
ENSMUSG00000030852.19,Q9JJG0
ENSMUSG00000030861.16,Q9DBL1
ENSMUSG00000030862.14,"['A0A0R4J0C4', 'A0A140LHE5']"
ENSMUSG00000030865.5,Q9D869
ENSMUSG00000030867.8,Q07832
ENSMUSG00000030868.7,Q9QZB9
ENSMUSG00000030869.12,Q9CR21
ENSMUSG00000030870.13,Q78JW9
ENSMUSG00000030871.12,Q9CXJ1
ENSMUSG00000030872.15,Q6P5E6
ENSMUSG00000036941.3,Q8VEB6
ENSMUSG00000036943.10,P61028
ENSMUSG00000036944.7,A0A0R4J0I5
ENSMUSG00000036948.18,Q3UTZ3
ENSMUSG00000036949.17,Q5FWH7
ENSMUSG00000036955.17,Q6ZPU9
ENSMUSG00000036957.9,Q8BLY3
ENSMUSG00000036959.16,A2AQH4
ENSMUSG00000036960.11,Q8BG22
ENSMUSG00000036964.15,Q7TPM3
ENSMUSG00000036966.16,E9Q9B3
ENSMUSG00000030751.19,Q9R1P4
ENSMUSG00000030752.9,Q9CXT6
ENSMUSG00000030753.16,Q9CUX1
ENSMUSG00000030754.10,Q9JIF7
ENSMUSG00000030757.14,"['G3X952', 'F7BPE8', 'G3UZ80']"
ENSMUSG00000030759.17,Q922J9
ENSMUSG00000030760.15,Q9D099
ENSMUSG00000030761.17,P97479
ENSMUSG00000030762.12,P56404
ENSMUSG00000030763.8,"['A0A0U1RNF2', 'A2RTH5', 'A0A0U1RPZ5']"
ENSMUSG00000030766.16,Q3UIA2
ENSMUSG00000059883.17,Q8R4K2
ENSMUSG00000059890.17,E9Q735
ENSMUSG00000059895.14,Q9D658
ENSMUSG00000059897.6,"['A0A1D5RM28', 'F6YAM1', 'A0A1D5RM15']"
ENSMUSG00000059898.10,P55850
ENSMUSG00000059900.15,Q4FJU9
ENSMUSG00000059901.13,"['E9PX39', 'B2RXX5']"
ENSMUSG00000059908.10,P28665
ENSMUSG00000059920.10,Q3TTL0
ENSMUSG00000059921.16,O08747
ENSMUSG00000059923.14,Q60631
ENSMUSG00000042340.7,Q60753
ENSMUSG00000042345.16,Q3V3E1
ENSMUSG00000042348.11,Q8BGR6
ENSMUSG00000042349.14,Q9R0T8
ENSMUSG00000042350.14,Q8CHG5
ENSMUSG00000042351.10,O89100
ENSMUSG00000042353.10,F8WHZ0
ENSMUSG00000042354.8,Q8CI11
ENSMUSG00000042357.3,Q02739
ENSMUSG00000042359.19,Q8BXR9
ENSMUSG00000042363.15,Q8VED9
ENSMUSG00000021361.8,Q9CQN6
ENSMUSG00000021362.8,"['A0A0R4J021', 'A0A286YD23']"
ENSMUSG00000021363.15,Q04859
ENSMUSG00000021364.17,Q9JLJ4
ENSMUSG00000021365.16,O35177
ENSMUSG00000021366.9,"['F8VPM9', 'A0A1Y7VLH2', 'A0A1Y7VJI1', 'A0A1Y7VJI7']"
ENSMUSG00000021367.9,P22387
ENSMUSG00000021368.16,Q9D0K0
ENSMUSG00000021371.6,Q9CXD6
ENSMUSG00000021373.17,Q9CYT6
ENSMUSG00000021374.11,"['A0A286YCY7', 'A0A286YCP2', 'E9Q3G8', 'A0A286YE24']"
ENSMUSG00000048924.15,Q5U465
ENSMUSG00000048930.13,Q8R0L9
ENSMUSG00000048938.13,"['A0A0G2JDF2', 'A0A0G2JGZ7', 'A0A0G2JG67', 'A0A0G2JEJ9', 'E9Q5A6']"
ENSMUSG00000048949.9,
ENSMUSG00000048960.14,Q3LAC4
ENSMUSG00000048965.10,Q91ZB7
ENSMUSG00000048967.17,F6W8I0
ENSMUSG00000048970.10,Q9JMG2
ENSMUSG00000048978.15,P97799
ENSMUSG00000048988.9,Q8C8T7
ENSMUSG00000048997.18,"['A2AE44', 'B7ZCC3', 'B7ZCC4', 'Q8C8K6']"
ENSMUSG00000048481.16,Q8R4U1
ENSMUSG00000048482.15,P21237
ENSMUSG00000048485.13,"['A0A0R4J0Q8', 'I7HLR7']"
ENSMUSG00000048486.7,P59266
ENSMUSG00000048489.13,Q8K2F3
ENSMUSG00000048490.15,Q8CBD1
ENSMUSG00000048495.17,A2RSX7
ENSMUSG00000048497.12,Q8R3L0
ENSMUSG00000048498.9,Q8K249
ENSMUSG00000048502.15,"['L7MUF2', 'L7MUF5', 'Q3UY88', 'Q7TNE6']"
ENSMUSG00000048503.8,Q3TYE7
ENSMUSG00000046991.13,Q8C5V5
ENSMUSG00000046993.7,
ENSMUSG00000046994.10,Q499X9
ENSMUSG00000046997.6,Q8R5B6
ENSMUSG00000047003.16,Q02526
ENSMUSG00000047013.16,Q6NS60
ENSMUSG00000047022.19,"['E9PZ24', 'G3UVV8', 'E9Q8Z7']"
ENSMUSG00000047030.16,Q8K004
ENSMUSG00000047033.3,Q91Y04
ENSMUSG00000047036.9,Q8R2V3
ENSMUSG00000047037.6,Q8BHK1
ENSMUSG00000049538.15,Q69Z28
ENSMUSG00000049539.4,P43275
ENSMUSG00000049550.18,Q922J3
ENSMUSG00000049551.3,Q9R216
ENSMUSG00000049553.12,O35134
ENSMUSG00000049555.11,Q8K467
ENSMUSG00000049556.6,Q9D1T0
ENSMUSG00000049562.7,Q3TAP4
ENSMUSG00000049571.19,"['A0A0G2JGJ7', 'G3UVW5', 'D3Z0A9', 'D6RJ10', 'E9Q2C0']"
ENSMUSG00000049576.7,
ENSMUSG00000049577.16,O35615
ENSMUSG00000057455.13,P70425
ENSMUSG00000057465.6,P05367
ENSMUSG00000057469.9,O54917
ENSMUSG00000057497.9,Q9CR98
ENSMUSG00000057503.7,Q8VFV9
ENSMUSG00000057506.6,Q9CWG9
ENSMUSG00000057522.16,Q6ZWS8
ENSMUSG00000057530.15,Q4PZA2
ENSMUSG00000057531.15,Q91WZ8
ENSMUSG00000057541.15,Q91VU7
ENSMUSG00000057551.11,"['Q8BLF0', 'Q8C0Q5']"
ENSMUSG00000001418.14,Q9JHJ3
ENSMUSG00000001419.18,Q63943
ENSMUSG00000001420.14,Q9D709
ENSMUSG00000001424.15,Q78PY7
ENSMUSG00000001435.16,P39061
ENSMUSG00000001436.16,P41438
ENSMUSG00000001440.6,P70168
ENSMUSG00000001441.14,Q11011
ENSMUSG00000001444.3,Q9JKD8
ENSMUSG00000001445.11,Q3TBW2
ENSMUSG00000001467.6,Q8K0C4
ENSMUSG00000001472.18,Q8R3L2
ENSMUSG00000022849.6,Q8BK58
ENSMUSG00000022853.8,Q9DBM2
ENSMUSG00000022855.10,Q91ZX6
ENSMUSG00000022856.10,Q9D8U2
ENSMUSG00000022858.17,P62996
ENSMUSG00000022860.16,Q9CXM0
ENSMUSG00000022861.18,Q91WG7
ENSMUSG00000022863.16,P50615
ENSMUSG00000022864.15,Q9D7G4
ENSMUSG00000022865.15,P97792
ENSMUSG00000022867.12,P57080
ENSMUSG00000054836.13,Q8BK75
ENSMUSG00000054843.10,Q6A051
ENSMUSG00000054850.5,A0A0B4J1F8
ENSMUSG00000054855.14,Q8BLR7
ENSMUSG00000054863.10,Q91WE9
ENSMUSG00000054871.6,B2RTM1
ENSMUSG00000054874.13,Q8VI59
ENSMUSG00000054885.13,Q9D4Q4
ENSMUSG00000054889.11,E9Q557
ENSMUSG00000054892.15,P42682
ENSMUSG00000054893.16,Q2TL60
ENSMUSG00000047583.10,Q8BSA9
ENSMUSG00000047586.5,G3X9C2
ENSMUSG00000047591.6,Q8CF90
ENSMUSG00000047603.10,"['A0A0U1RPI4', 'Q499D5']"
ENSMUSG00000047604.4,Q8K025
ENSMUSG00000047613.11,Q80WR5
ENSMUSG00000047617.12,Q8K0Y7
ENSMUSG00000047631.5,Q91V80
ENSMUSG00000047632.12,Q1HCM0
ENSMUSG00000047635.7,Q80VP5
ENSMUSG00000047638.16,Q60641
ENSMUSG00000027809.15,Q921G7
ENSMUSG00000027810.15,Q8BJW6
ENSMUSG00000027811.10,Q3UUX7
ENSMUSG00000027820.13,Q61391
ENSMUSG00000027822.17,Q99J27
ENSMUSG00000027823.10,Q3THK7
ENSMUSG00000027824.6,G3X8Y6
ENSMUSG00000027827.18,P63143
ENSMUSG00000027828.13,Q9DCF9
ENSMUSG00000027829.16,Q52KE7
ENSMUSG00000027831.10,A1A535
ENSMUSG00000020649.12,P11157
ENSMUSG00000020650.16,Q61334
ENSMUSG00000020651.9,Q9R155
ENSMUSG00000020652.18,Q8K015
ENSMUSG00000020653.13,Q8K1S5
ENSMUSG00000020654.16,Q8VHH7
ENSMUSG00000020656.17,Q921D9
ENSMUSG00000020657.17,Q8CFP6
ENSMUSG00000020658.11,Q6ZQ18
ENSMUSG00000020659.17,Q9JIY2
ENSMUSG00000020660.7,P01193
ENSMUSG00000021592.19,Q9D2L1
ENSMUSG00000021594.12,A0A0R4J136
ENSMUSG00000021595.19,Q1HFZ0
ENSMUSG00000021596.18,E9PV86
ENSMUSG00000021597.17,Q8R3P9
ENSMUSG00000021598.10,Q9CXU0
ENSMUSG00000021606.9,P52503
ENSMUSG00000021607.10,Q99N90
ENSMUSG00000021608.16,Q3TFD2
ENSMUSG00000021610.9,Q8BXA5
ENSMUSG00000021611.10,O70372
ENSMUSG00000019297.10,Q8BMC4
ENSMUSG00000019301.6,P51656
ENSMUSG00000019302.17,Q9Z1G4
ENSMUSG00000019303.15,O35047
ENSMUSG00000019312.11,Q03160
ENSMUSG00000019320.15,Q8VCM2
ENSMUSG00000019326.15,O70423
ENSMUSG00000019338.14,Q9D2D7
ENSMUSG00000019362.9,Q8R1F0
ENSMUSG00000019368.14,Q8R0F9
ENSMUSG00000019370.11,"['P0DP28', 'P0DP27', 'P0DP26']"
ENSMUSG00000019373.12,O88543
ENSMUSG00000022708.17,Q8K0L9
ENSMUSG00000022710.18,"['E9PXY8', 'G3UWR8', 'F8VPX1', 'E0CY04']"
ENSMUSG00000022711.17,Q9Z2M7
ENSMUSG00000022718.13,Q9EQM6
ENSMUSG00000022721.20,Q8BNV1
ENSMUSG00000022722.19,O88848
ENSMUSG00000022723.17,"['A0A338P6N4', 'A0A338P723', 'A0A384DV78']"
ENSMUSG00000022724.16,Q8CD15
ENSMUSG00000022742.7,P36552
ENSMUSG00000022744.13,Q9CQX5
ENSMUSG00000022747.18,Q8VIB3
ENSMUSG00000034875.6,P11930
ENSMUSG00000034880.8,Q99N91
ENSMUSG00000034881.9,P30987
ENSMUSG00000034889.9,Q9CS00
ENSMUSG00000034892.9,P62274
ENSMUSG00000034893.10,E9QL65
ENSMUSG00000034898.18,Q9CS72
ENSMUSG00000034902.18,O70161
ENSMUSG00000034903.19,Q3UMF0
ENSMUSG00000034906.16,Q8C156
ENSMUSG00000034908.17,Q8CIF6
ENSMUSG00000024391.8,Q9Z1R3
ENSMUSG00000024392.18,Q9Z1R2
ENSMUSG00000024393.15,Q7TSC1
ENSMUSG00000024395.10,Q91XD2
ENSMUSG00000024397.15,O70200
ENSMUSG00000024399.6,P41155
ENSMUSG00000024400.17,Q8K4P0
ENSMUSG00000024401.15,P06804
ENSMUSG00000024402.6,P09225
ENSMUSG00000024403.17,Q9WTT4
ENSMUSG00000024404.8,Q9DBU3
ENSMUSG00000040350.17,Q923T7
ENSMUSG00000040351.12,Q6ZPS6
ENSMUSG00000040354.15,Q68FL6
ENSMUSG00000040356.17,Q6NZR5
ENSMUSG00000040359.15,Q8CCJ3
ENSMUSG00000040363.16,Q8CGN4
ENSMUSG00000040365.15,Q5NCC3
ENSMUSG00000040367.3,Q8C0R9
ENSMUSG00000040370.14,Q91V16
ENSMUSG00000040372.3,Q9EQQ3
ENSMUSG00000040374.14,Q91YZ5
ENSMUSG00000036699.13,Q9CZA5
ENSMUSG00000036707.17,Q06138
ENSMUSG00000036712.16,Q80TQ2
ENSMUSG00000036718.18,Q3TN34
ENSMUSG00000036721.15,Q9Z1D7
ENSMUSG00000036731.8,Q9D1E4
ENSMUSG00000036733.17,Q91V81
ENSMUSG00000036737.13,Q6P9R2
ENSMUSG00000036743.5,Q9CWH6
ENSMUSG00000036745.16,"['A0A0G2LB90', 'A0A0G2JFF6', 'E9PWB8', 'E9Q6C6']"
ENSMUSG00000036748.17,Q9CXX9
ENSMUSG00000015095.13,Q9QXW2
ENSMUSG00000015112.16,Q9QXX4
ENSMUSG00000015120.16,P63280
ENSMUSG00000015126.10,Q5HZH2
ENSMUSG00000015127.15,Q5FWH2
ENSMUSG00000015133.18,Q3UHC2
ENSMUSG00000015134.16,Q9JHW9
ENSMUSG00000015143.16,Q7TPR4
ENSMUSG00000015149.15,Q8VDQ8
ENSMUSG00000015165.17,Q8R081
ENSMUSG00000015176.12,E9Q5C9
ENSMUSG00000015189.13,Q7TN73
ENSMUSG00000005514.15,P37040
ENSMUSG00000005533.11,E9QNX9
ENSMUSG00000005534.11,P15208
ENSMUSG00000005540.11,P20693
ENSMUSG00000005547.15,"['F7B9W9', 'Q91X75', 'E9Q5D4', 'F6SHL3']"
ENSMUSG00000005553.15,Q64436
ENSMUSG00000005566.15,Q62318
ENSMUSG00000005575.17,P61082
ENSMUSG00000005580.12,P51830
ENSMUSG00000005583.17,Q8CFN5
ENSMUSG00000005609.17,Q62018
ENSMUSG00000005610.18,"['G3XA17', 'F7CHS2', 'F7DAB1', 'F6UU81', 'F6TW20', 'F7CBP1']"
ENSMUSG00000032495.9,"['A0A0G2JFV2', 'A0A0G2JDG6', 'A0A0R4J0F2']"
ENSMUSG00000032496.8,P08071
ENSMUSG00000032497.20,"['A0A1L1SVG1', 'A0A0G2JGZ1', 'A0A0G2JEF6', 'A0A668KLE1', 'A0A1L1SSC0', 'A0A0G2JDR6', 'A0A0G2JFV5', 'A0A1L1SQW1', 'A0A0G2JEP4', 'A0A0R4J169', 'E9QN52']"
ENSMUSG00000032498.10,Q9JK91
ENSMUSG00000032500.11,Q8BWQ5
ENSMUSG00000032501.10,Q8K4K4
ENSMUSG00000032502.9,P97306
ENSMUSG00000032503.19,Q9DCB4
ENSMUSG00000032504.16,Q9WU78
ENSMUSG00000032507.16,Q8BH16
ENSMUSG00000032508.9,P22366
ENSMUSG00000028464.17,P58774
ENSMUSG00000028465.17,P26039
ENSMUSG00000028466.16,"['E9PW77', 'E0CYW8', 'Q3UNH6']"
ENSMUSG00000028467.16,Q69ZF3
ENSMUSG00000028468.16,Q8BHT7
ENSMUSG00000028469.16,Q6VVW5
ENSMUSG00000028470.11,Q9D0S9
ENSMUSG00000028475.10,A0A1B0GSZ0
ENSMUSG00000028476.14,Q9Z0J1
ENSMUSG00000028478.19,"['B1AWD9', 'B1AWE0', 'B1AWE1', 'B1AWD8', 'Q6PFA2']"
ENSMUSG00000028479.19,Q91WG8
ENSMUSG00000027673.13,Q9CQH3
ENSMUSG00000027674.17,Q8C437
ENSMUSG00000027676.12,Q9D5Y1
ENSMUSG00000027677.18,Q9CSP9
ENSMUSG00000027678.18,"['Q05BA5', 'A2A468']"
ENSMUSG00000027679.14,Q9CQV7
ENSMUSG00000027680.16,Q61584
ENSMUSG00000027684.17,P14404
ENSMUSG00000027690.14,P14246
ENSMUSG00000027692.17,P83510
ENSMUSG00000027694.11,
ENSMUSG00000037499.10,Q9CQ45
ENSMUSG00000037503.13,Q80XQ8
ENSMUSG00000037509.22,Q7TNR9
ENSMUSG00000037514.19,Q7M753
ENSMUSG00000037519.18,"['S4R1D4', 'B2RXW8', 'B2RXQ2', 'S4R1I7']"
ENSMUSG00000037523.14,Q8VCF0
ENSMUSG00000037525.6,Q91YP1
ENSMUSG00000037526.8,Q8CDJ3
ENSMUSG00000037531.9,Q8K2Y7
ENSMUSG00000037533.21,"['F7ACB1', 'Q5NCJ2', 'A0A1W2P734', 'A0A5F8MPT3', 'Q5NCJ4', 'Q5NCJ5', 'Q5NCJ0', 'B2RUJ6', 'Q5NCJ1']"
ENSMUSG00000037535.6,
ENSMUSG00000009115.6,Q9D9W0
ENSMUSG00000009145.7,Q924H9
ENSMUSG00000009207.16,Q7TQ95
ENSMUSG00000009216.8,Q8BUM6
ENSMUSG00000009246.15,Q9JJH7
ENSMUSG00000009281.7,Q9DD06
ENSMUSG00000009291.14,Q8R143
ENSMUSG00000009292.19,Q91YD4
ENSMUSG00000009293.18,P60605
ENSMUSG00000009376.16,"['F8VQL0', 'F6RCC5', 'F6X333', 'D3YVY2']"
ENSMUSG00000009378.5,Q8BGC3
ENSMUSG00000009394.14,Q64332
ENSMUSG00000036323.15,"['F8VQC1', 'E9Q740']"
ENSMUSG00000036327.19,Q3TMX7
ENSMUSG00000036330.13,Q8R090
ENSMUSG00000036333.12,"['A0A1Y7VMH7', 'A0A1Y7VME9', 'A0A1Y7VK25', 'E9Q9B7', 'A0A1Y7VNF8']"
ENSMUSG00000036334.13,Q3V1M1
ENSMUSG00000036339.19,Q8BMD6
ENSMUSG00000036352.17,Q8VDI7
ENSMUSG00000036353.14,Q9CPV9
ENSMUSG00000036356.16,Q8BJQ9
ENSMUSG00000036362.3,Q9D8I2
ENSMUSG00000036368.9,Q8BSE0
ENSMUSG00000039218.18,Q8BTI8
ENSMUSG00000039219.19,A2CG63
ENSMUSG00000039220.17,Q80W00
ENSMUSG00000039221.11,Q9D7S7
ENSMUSG00000039230.15,Q8BYA0
ENSMUSG00000039231.19,O54864
ENSMUSG00000039232.13,"['A0A1W2P6E3', 'A0A1W2P6Y3', 'Q3U5V8']"
ENSMUSG00000039233.13,Q8CIV8
ENSMUSG00000039234.12,"['A0A0G2JGJ5', 'Q6NXL1']"
ENSMUSG00000039236.19,Q9JL16
ENSMUSG00000039238.7,Q8BH05
ENSMUSG00000041459.16,Q921F2
ENSMUSG00000041460.17,Q5RJF7
ENSMUSG00000041468.8,P35412
ENSMUSG00000041471.10,Q3UEN2
ENSMUSG00000041476.13,Q9DC77
ENSMUSG00000041477.15,Q3U564
ENSMUSG00000041479.15,Q8C6N3
ENSMUSG00000041481.18,"['E9Q499', 'F2Z405']"
ENSMUSG00000041482.18,Q8CD54
ENSMUSG00000041483.15,Q99LI5
ENSMUSG00000041488.17,Q64704
ENSMUSG00000030189.16,Q9JKB3
ENSMUSG00000030199.17,P97360
ENSMUSG00000030200.14,Q9CPT0
ENSMUSG00000030201.16,"['A0A0R4J0A9', 'A0A0N4SUL9']"
ENSMUSG00000030203.18,"['F6UIK0', 'A0A0N4SV20', 'Q6PCP3', 'A0A0N4SUV2', 'Q8BZE4']"
ENSMUSG00000030204.11,Q9CWX9
ENSMUSG00000030205.16,Q9JIL6
ENSMUSG00000030207.16,Q8BYI8
ENSMUSG00000030208.16,P47801
ENSMUSG00000030209.15,"['G3X9V4', 'A0A087WR33', 'Q8CG69', 'A0A0G2JEA7']"
ENSMUSG00000030213.13,Q7TT18
ENSMUSG00000048520.17,Q8CDU4
ENSMUSG00000048521.9,Q9EQ16
ENSMUSG00000048528.8,P42580
ENSMUSG00000048534.8,Q80UL9
ENSMUSG00000048537.17,Q6PDH0
ENSMUSG00000048538.8,
ENSMUSG00000048546.9,Q9JM55
ENSMUSG00000048550.18,Q8BH55
ENSMUSG00000048572.6,Q8C353
ENSMUSG00000048578.12,Q6ZQI3
ENSMUSG00000012296.17,Q9DCD5
ENSMUSG00000012350.16,O70273
ENSMUSG00000012405.17,Q9CZM2
ENSMUSG00000012422.15,Q9CR64
ENSMUSG00000012428.10,Q923B6
ENSMUSG00000012429.10,Q9D011
ENSMUSG00000012443.5,Q6P9P6
ENSMUSG00000012483.5,Q9CQ71
ENSMUSG00000012519.15,Q9D2Y4
ENSMUSG00000012520.11,O35690
ENSMUSG00000012535.15,Q6P2B1
ENSMUSG00000012609.20,Q8CHB8
ENSMUSG00000055370.4,
ENSMUSG00000055371.18,O88811
ENSMUSG00000055401.15,Q9QZN4
ENSMUSG00000055407.15,Q7TSJ2
ENSMUSG00000055413.13,
ENSMUSG00000055421.9,"['A0A0A6YVP5', 'A0A0A6YWM0', 'A0A0A6YY37', 'A0A0A6YWY8', 'A0A0A6YY09', 'F8VPK8']"
ENSMUSG00000055424.5,
ENSMUSG00000055430.5,Q9JJF0
ENSMUSG00000055435.7,P54843
ENSMUSG00000055436.19,"['Q3UIX4', 'E9Q6E5', 'A0A0G2JEG1', 'F6X2U6', 'D6RE22', 'F6TN80', 'D3Z4B0', 'F6RDI8']"
ENSMUSG00000055447.20,Q61735
ENSMUSG00000034936.3,Q99PE9
ENSMUSG00000034940.16,Q5SV85
ENSMUSG00000034947.14,Q8VC04
ENSMUSG00000034949.19,"['D3YXQ2', 'F6VRB4', 'E9Q5M4']"
ENSMUSG00000034951.11,"['Q3TR20', 'A0A0R4J0Q9']"
ENSMUSG00000034957.11,P53566
ENSMUSG00000034958.12,Q8BHE3
ENSMUSG00000034959.9,F8WGX2
ENSMUSG00000034968.4,Q9WUN8
ENSMUSG00000034973.17,"['H7BWZ9', 'A0A087WQM4', 'A0A087WP61', 'A0A0B4J1N8', 'A0A087WQ48']"
ENSMUSG00000034974.14,O54784
ENSMUSG00000017776.16,Q64010
ENSMUSG00000017778.15,P17665
ENSMUSG00000017781.18,P53810
